"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"rent_price";"gross_profitability"
"Piso en venta en avenida Juan Carlos I, 23";"Santa María de Gracia";465000;1;2;1;"Ultimos_pisos";3;136;"Segunda mano/buen estado";1;1;1;1;0;1;"santa maria de gracia";NA;914;2.35870967741935
"Piso en venta en Vista Alegre";"vista alegre";169900;1;1;0;"Ultimos_pisos";3;98;"Segunda mano/buen estado";1;0;1;0;1;1;"vista alegre";NA;872;6.15891701000589
"Chalet adosado en venta en calle Hermanos Serrano Tortajada, 35";"Juan Carlos I";425000;0;3;1;"Muchas_plantas";5;385;"Segunda mano/buen estado";1;1;1;1;0;1;"juan carlos i";NA;1380;3.89647058823529
"Piso en venta en avenida Ciudad de Aranjuez, 26";"Juan de Borbón";170000;1;1;1;"Intermedios";2;70;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;673;4.75058823529412
"Piso en venta en calle Cisne, 4";"El Ranero-San Basilio";232000;1;2;1;"Primero";3;97;"Segunda mano/buen estado";1;1;0;1;1;1;"el ranero-san basilio";NA;808;4.17931034482759
"Piso en venta en calle Catedratico Fernando Piñuela, 5";"Santa María de Gracia";465000;1;2;1;"Ultimos_pisos";3;136;"Segunda mano/buen estado";1;1;1;1;0;1;"santa maria de gracia";NA;914;2.35870967741935
"Piso en venta en Zona Juan de Borbón";"juan de borbón";280000;1;2;1;"Intermedios";3;120;"Segunda mano/buen estado";1;0;1;1;1;1;"juan de borbon";NA;883;3.78428571428571
"Piso en venta en calle Nuestra Señora de los Buenos Libros, 3";"Vista Alegre";350000;1;2;0;"Ultimos_pisos";4;120;"Segunda mano/buen estado";1;0;1;0;0;0;"vista alegre";NA;1024;3.51085714285714
"Piso en venta en Zona Juan Carlos I";"juan carlos i";225000;1;2;1;"Intermedios";2;80;"Segunda mano/buen estado";1;0;1;1;1;1;"juan carlos i";NA;782;4.17066666666667
"Piso en venta en avenida Embajador Inocencio Arias, 3";"Juan de Borbón";199000;1;2;1;"Primero";3;106;"Segunda mano/buen estado";0;1;1;1;1;0;"juan de borbon";NA;858;5.17386934673367
"Piso en venta en La Flota";"la flota";170000;1;1;0;"Intermedios";3;100;"Segunda mano/buen estado";1;0;0;0;1;0;"la flota";NA;828;5.84470588235294
"Piso en venta en avenida de Alicante, 1";"La Flota";145000;1;1;0;"Otro";2;75;"Segunda mano/buen estado";1;0;0;1;1;1;"la flota";NA;745;6.16551724137931
"Piso en venta en Zona Juan de Borbón";"juan de borbón";162000;1;1;0;"Primero";2;63;"Segunda mano/buen estado";1;0;1;1;1;0;"juan de borbon";NA;752;5.57037037037037
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";235000;1;2;1;"Primero";3;97;"Segunda mano/buen estado";1;1;0;1;0;1;"el ranero-san basilio";NA;792;4.04425531914894
"Piso en venta en Zona Juan Carlos I";"juan carlos i";142000;1;1;0;"Intermedios";1;50;"Segunda mano/buen estado";1;0;0;1;1;1;"juan carlos i";NA;640;5.40845070422535
"Piso en venta en avenida de Santiago";"Juan de Borbón";155000;0;2;1;"Intermedios";3;125;"Segunda mano/buen estado";0;1;0;1;0;0;"juan de borbon";NA;840;6.50322580645161
"Piso en venta en avenida los pinos";"Santa María de Gracia";225000;1;2;1;"Intermedios";3;120;"Segunda mano/buen estado";1;1;1;1;0;1;"santa maria de gracia";NA;858;4.576
"Piso en venta en Zona Juan de Borbón";"juan de borbón";550000;1;2;1;"Ultimos_pisos";4;107;"Segunda mano/buen estado";0;1;1;0;1;1;"juan de borbon";NA;938;2.04654545454545
"Piso en venta en Zona Juan de Borbón";"juan de borbón";349900;1;2;1;"Primero";3;121;"Segunda mano/buen estado";1;1;0;1;1;1;"juan de borbon";NA;836;2.8671048871106
"Piso en venta en Vista Alegre";"vista alegre";295000;1;2;0;"Intermedios";3;120;"Segunda mano/buen estado";1;1;1;1;1;1;"vista alegre";NA;918;3.73423728813559
"Piso en venta en Santa María de Gracia";"santa maría de gracia";135000;1;1;0;"Primero";2;40;"Segunda mano/buen estado";1;0;0;0;0;1;"santa maria de gracia";NA;658;5.84888888888889
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";190000;1;1;0;"Bajo";2;68;"Segunda mano/para reformar";1;0;0;0;0;1;"el ranero-san basilio";NA;633;3.99789473684211
"Piso en venta en La Flota";"la flota";240000;1;2;1;"Intermedios";3;105;"Segunda mano/buen estado";1;1;1;1;1;1;"la flota";NA;857;4.285
"Piso en venta en La Flota";"la flota";180000;1;2;0;"Bajo";3;100;"Segunda mano/buen estado";0;1;1;0;1;0;"la flota";NA;901;6.00666666666667
"Piso en venta en Vista Alegre";"vista alegre";420000;1;2;1;"Bajo";4;150;"Segunda mano/buen estado";1;1;1;1;1;0;"vista alegre";NA;981;2.80285714285714
"Piso en venta en Vista Alegre";"vista alegre";139000;1;1;1;"Intermedios";2;78;"Segunda mano/buen estado";1;0;1;0;1;0;"vista alegre";NA;736;6.35395683453237
"Piso en venta en La Flota";"la flota";180000;1;2;0;"Bajo";3;100;"Segunda mano/buen estado";0;1;1;0;1;0;"la flota";NA;901;6.00666666666667
"Piso en venta en Santa María de Gracia";"santa maría de gracia";215000;1;1;0;"Intermedios";3;106;"Segunda mano/para reformar";1;0;0;0;0;1;"santa maria de gracia";NA;734;4.09674418604651
"Piso en venta en avenida Príncipe de Asturias, 37";"Juan de Borbón";285000;1;2;1;"Intermedios";3;120;"Segunda mano/buen estado";1;0;1;1;1;0;"juan de borbon";NA;904;3.80631578947368
"Piso en venta en El Ranero-San Basilio";"el ranero-san basilio";258000;1;2;1;"Primero";4;130;"Segunda mano/buen estado";1;1;1;1;1;1;"el ranero-san basilio";NA;931;4.33023255813954
"Piso en venta en calle Poeta Vicente Medina, 8";"Vista Alegre";118000;0;1;1;"Primero";2;75;"Segunda mano/buen estado";1;0;1;0;1;1;"vista alegre";NA;700;7.11864406779661
"Piso en venta en Vista Alegre";"vista alegre";320000;1;2;0;"Intermedios";2;90;"Segunda mano/buen estado";0;1;1;1;1;0;"vista alegre";NA;838;3.1425
"Piso en venta en calle Luis Fontes Servet, 11";"Juan Carlos I";290000;1;2;1;"Otro";3;100;"Segunda mano/buen estado";1;1;0;1;0;1;"juan carlos i";NA;826;3.41793103448276
"Chalet pareado en venta en El Ranero-San Basilio";"el ranero-san basilio";149000;0;2;0;"Muchas_plantas";4;160;"Segunda mano/para reformar";0;0;0;0;0;1;"el ranero-san basilio";NA;944;7.60268456375839
"Casa o chalet en venta en avenida de Santiago";"Vista Alegre";240000;0;3;0;"Muchas_plantas";5;258;"Segunda mano/para reformar";0;0;0;0;0;0;"vista alegre";NA;1201;6.005
"Piso en venta en calle Derechos Humanos, 4";"La Flota";310000;1;2;1;"Ultimos_pisos";2;125;"Segunda mano/buen estado";1;1;0;0;1;1;"la flota";NA;834;3.22838709677419
"Piso en venta en Santa María de Gracia";"santa maría de gracia";190000;1;1;0;"Ultimos_pisos";3;80;"Segunda mano/buen estado";0;0;1;1;1;1;"santa maria de gracia";NA;837;5.28631578947368
"Piso en venta en paseo Duques de Lugo, 3";"El Ranero-San Basilio";185000;1;1;1;"Intermedios";2;82;"Segunda mano/buen estado";1;1;0;1;1;1;"el ranero-san basilio";NA;678;4.39783783783784
"Piso en venta en Vista Alegre";"vista alegre";219500;1;2;0;"Primero";3;115;"Segunda mano/buen estado";0;0;1;0;1;0;"vista alegre";NA;922;5.04054669703872
"Chalet adosado en venta en plaza Pintor Inocencio Medina Vera s/n";"Vista Alegre";27500;0;1;0;"Muchas_plantas";2;61;"Segunda mano/buen estado";0;0;0;0;0;0;"vista alegre";NA;739;32.2472727272727
"Piso en venta en calle Rio Taibilla, 30";"Juan de Borbón";250000;1;1;1;"Bajo";2;68;"Segunda mano/para reformar";1;1;0;1;1;1;"juan de borbon";NA;596;2.8608
"Piso en venta en Santa María de Gracia";"santa maría de gracia";325000;1;2;0;"Ultimos_pisos";5;150;"Segunda mano/buen estado";0;1;0;0;0;0;"santa maria de gracia";NA;1060;3.91384615384615
"Estudio en venta en El Ranero-San Basilio";"el ranero-san basilio";105000;0;1;0;"Bajo";0;30;"Segunda mano/buen estado";0;0;0;0;1;0;"el ranero-san basilio";NA;567;6.48
"Piso en venta en avenida Miguel de Cervantes, 46";"Santa María de Gracia";425000;1;2;1;"Intermedios";3;130;"Segunda mano/buen estado";1;1;0;1;0;1;"santa maria de gracia";NA;839;2.36894117647059
"Piso en venta en Zona Juan de Borbón";"juan de borbón";279000;1;2;0;"Primero";4;148;"Segunda mano/buen estado";1;1;0;1;1;1;"juan de borbon";NA;965;4.1505376344086
"Piso en venta en calle Arquitecto Manuel García Cerdán, 12";"El Ranero-San Basilio";150000;1;1;1;"Intermedios";2;80;"Segunda mano/buen estado";1;0;0;1;1;1;"el ranero-san basilio";NA;684;5.472
"Piso en venta en calle Antonio de Ulloa, 2";"La Flota";295000;1;2;1;"Intermedios";3;128;"Segunda mano/buen estado";1;0;1;1;0;1;"la flota";NA;876;3.56338983050847
"Casa o chalet independiente en venta en callejón Moreno, 6";"El Ranero-San Basilio";330000;0;1;0;"Primero";3;140;"Segunda mano/para reformar";0;1;0;0;0;0;"el ranero-san basilio";NA;763;2.77454545454545
"Chalet adosado en venta en calle Zamora, 10";"El Ranero-San Basilio";248000;0;2;1;"Muchas_plantas";3;160;"Segunda mano/buen estado";1;1;1;1;0;1;"el ranero-san basilio";NA;944;4.56774193548387
"Piso en venta en calle José Paredes";"La Alberca";144900;1;1;1;"Otro";3;95;"Segunda mano/buen estado";1;1;0;1;1;1;"la alberca";NA;769;6.36853002070393
"Dúplex en venta en calle Rosales";"La Alberca";165000;1;3;1;"Intermedios";4;120;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;995;7.23636363636364
"Piso en venta en La Alberca";"la alberca";139900;1;2;1;"Primero";3;100;"Segunda mano/buen estado";1;0;1;1;1;1;"la alberca";NA;851;7.29949964260186
"Piso en venta en calle Chicharra";"Torreagüera";90000;1;2;0;"Intermedios";3;121;"Segunda mano/buen estado";1;1;0;1;1;0;"torreaguera";NA;910;12.1333333333333
"Dúplex en venta en calle de los Olivos";"La Alberca";239950;1;2;0;"Intermedios";3;148;"Segunda mano/buen estado";1;1;0;1;1;1;"la alberca";NA;920;4.60095853302771
"Dúplex en venta en San Benito-Progreso";"san benito-progreso";174900;0;2;1;"Bajo";4;120;"Segunda mano/buen estado";1;1;1;1;1;1;"san benito-progreso";NA;923;6.3327615780446
"Piso en venta en Los Dolores";"los dolores";190000;1;2;0;"Primero";3;145;"Segunda mano/buen estado";0;0;0;0;0;0;"los dolores";NA;910;5.74736842105263
"Piso en venta en Puente Tocinos";"puente tocinos";119900;1;2;1;"Primero";3;83;"Segunda mano/buen estado";1;0;1;1;1;1;"puente tocinos";NA;831;8.31693077564637
"Chalet adosado en venta en Garres y Lages";"garres y lages";395000;0;3;0;"Primero";4;310;"Segunda mano/buen estado";1;1;0;1;1;1;"garres y lages";NA;1219;3.70329113924051
"Dúplex en venta en Garres y Lages";"garres y lages";169000;1;3;1;"Otro";4;148;"Segunda mano/buen estado";1;1;1;1;1;0;"garres y lages";NA;1071;7.60473372781065
"Casa o chalet independiente en venta en avenida Huerto San Blas";"Torreagüera";350000;0;3;1;"Muchas_plantas";5;270;"Segunda mano/buen estado";1;1;0;1;1;1;"torreaguera";NA;1232;4.224
"Casa o chalet independiente en venta en calle Céspedes";"Los Dolores";385000;0;4;1;"Muchas_plantas";6;500;"Segunda mano/buen estado";1;1;1;1;1;1;"los dolores";NA;1651;5.14597402597403
"Piso en venta en Diseminado Camino Soteros";"Beniaján";90000;1;2;1;"Primero";3;95;"Segunda mano/buen estado";0;0;0;0;0;0;"beniajan";NA;808;10.7733333333333
"Finca rústica en venta en camino Los Marines";"Alquerías";124900;0;1;1;"Primero";4;177;"Segunda mano/buen estado";0;1;0;1;1;0;"alquerias";NA;895;8.59887910328263
"Piso en venta en calle Poeta Sánchez Bautista";"Llano de Brujas";110000;0;1;1;"Primero";3;107;"Segunda mano/buen estado";0;1;0;1;0;1;"llano de brujas";NA;722;7.87636363636364
"Piso en venta en calle Mayor";"Torreagüera";92000;0;2;0;"Intermedios";4;110;"Segunda mano/buen estado";0;1;0;1;0;0;"torreaguera";NA;920;12
"Piso en venta en calle Calvario";"Algezares";93000;0;2;0;"Primero";4;107;"Segunda mano/buen estado";1;1;0;0;0;1;"algezares";NA;900;11.6129032258065
"Piso en venta en calle Angeles";"Casillas";111000;1;1;0;"Primero";3;110;"Segunda mano/buen estado";1;1;0;0;0;1;"casillas";NA;785;8.48648648648649
"Piso en venta en avenida de la Marina Española s/n";"Zarandona";217789;1;2;0;"Primero";2;80;"Promoción de obra nueva";0;1;0;1;0;0;"zarandona";NA;NA;NA
"Piso en venta en avenida de la Marina Española s/n";"Zarandona";219676;1;2;0;"Primero";2;88;"Promoción de obra nueva";0;1;0;1;0;0;"zarandona";NA;NA;NA
"Piso en venta en avenida de la Marina Española s/n";"Zarandona";289856;1;2;0;"Intermedios";3;103;"Promoción de obra nueva";0;1;0;1;0;0;"zarandona";NA;NA;NA
"Casa o chalet independiente en venta en Puente Tocinos";"puente tocinos";239000;0;3;1;"Muchas_plantas";4;200;"Segunda mano/buen estado";1;1;1;1;1;1;"puente tocinos";NA;1127;5.65857740585774
"Casa o chalet independiente en venta en carril Torre de los Morenos";"San Benito-Patiño";350000;0;3;1;"Muchas_plantas";4;388;"Segunda mano/buen estado";1;1;0;1;0;1;"san benito-patino";NA;1299;4.45371428571429
"Piso en venta en Los Ramos";"los ramos";140000;1;2;1;"Intermedios";4;111;"Segunda mano/buen estado";1;0;1;1;1;1;"los ramos";NA;926;7.93714285714286
"Dúplex en venta en calle Turbintos, 20";"La Alberca";255000;1;3;1;"Intermedios";3;125;"Promoción de obra nueva";0;1;0;1;0;0;"la alberca";NA;NA;NA
"Piso en venta en calle Don José Cánovas Ortiz, 15";"Beniaján";139900;1;2;1;"Primero";3;93;"Segunda mano/buen estado";0;1;1;1;1;0;"beniajan";NA;843;7.23087919942816
"Piso en venta en Mayor s/n";"Torreagüera";110000;1;2;1;"Bajo";3;120;"Segunda mano/buen estado";1;0;0;1;1;0;"torreaguera";NA;870;9.49090909090909
"Piso en venta en calle Mayor, 42";"Torreagüera";88400;1;2;0;"Intermedios";3;99;"Segunda mano/buen estado";1;0;1;0;0;0;"torreaguera";NA;909;12.3393665158371
"Piso en venta en calle Abelardo Valero";"La Alberca";95000;1;1;1;"Primero";2;85;"Segunda mano/buen estado";1;0;0;0;1;1;"la alberca";NA;683;8.62736842105263
"Casa o chalet independiente en venta en Zarandona";"zarandona";395000;0;4;1;"Primero";6;371;"Segunda mano/buen estado";1;1;1;1;1;0;"zarandona";NA;1473;4.47493670886076
"Casa o chalet independiente en venta en calle Turbintos, 54";"La Alberca";500000;0;1;1;"Muchas_plantas";5;326;"Segunda mano/buen estado";0;1;1;0;0;0;"la alberca";NA;1187;2.8488
"Ático en venta en avenida de la Marina Española s/n";"Zarandona";469322;1;3;0;"Ultimos_pisos";4;110;"Promoción de obra nueva";0;1;0;1;0;0;"zarandona";NA;NA;NA
"Piso en venta en calle San Antonio, 49";"Beniaján";93000;1;2;1;"Primero";2;151;"Segunda mano/buen estado";1;0;0;1;0;0;"beniajan";NA;831;10.7225806451613
"Chalet pareado en venta en calle Valle, 39";"La Alberca";350000;0;3;1;"Muchas_plantas";4;322;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;1269;4.35085714285714
"Piso en venta en calle de la Esperanza";"San Benito-Patiño";128000;1;2;1;"Primero";3;109;"Segunda mano/buen estado";1;1;0;1;1;1;"san benito-patino";NA;822;7.70625
"Casa o chalet independiente en venta en Diseminado Carretera Beniel, 93 a";"beniel";360000;0;3;1;"Primero";3;300;"Segunda mano/buen estado";1;1;1;1;1;1;"beniel";"Beniel";1140;3.8
"Finca rústica en venta en camino Casa Grande";"Alquerías";135000;0;1;1;"Muchas_plantas";2;115;"Segunda mano/buen estado";1;1;0;1;1;1;"alquerias";NA;756;6.72
"Dúplex en venta en calle Moreras, 5";"Santo Ángel";219000;0;3;1;"Bajo";4;193;"Segunda mano/buen estado";1;1;0;0;1;1;"santo angel";NA;1045;5.72602739726027
"Casa o chalet independiente en venta en camino Acequia de Benetucer, 21";"Llano de Brujas";660000;0;3;1;"Primero";4;300;"Segunda mano/buen estado";1;1;0;0;1;1;"llano de brujas";NA;1165;2.11818181818182
"Dúplex en venta en Casillas";"casillas";175000;0;3;1;"Bajo";4;180;"Segunda mano/buen estado";0;1;1;1;0;1;"casillas";NA;1031;7.06971428571429
"Piso en venta en calle Turbintos, 20";"La Alberca";275000;1;3;1;"Primero";4;147;"Promoción de obra nueva";0;1;0;1;0;0;"la alberca";NA;NA;NA
"Piso en venta en calle Rambla";"Garres y Lages";70000;0;1;0;"Intermedios";3;100;"Segunda mano/para reformar";1;1;1;0;0;0;"garres y lages";NA;769;13.1828571428571
"Casa de pueblo en venta en calle García Canales";"La Alberca";165000;0;1;1;"Primero";3;222;"Segunda mano/buen estado";1;1;0;1;1;1;"la alberca";NA;885;6.43636363636364
"Piso en venta en calle Turbintos, 20";"La Alberca";180000;1;2;1;"Bajo";3;111;"Promoción de obra nueva";0;1;0;1;0;0;"la alberca";NA;NA;NA
"Ático en venta en vereda Juanes, 1";"Santa Cruz";154999;1;2;1;"Otro";3;140;"Segunda mano/buen estado";1;0;0;1;0;1;"santa cruz";NA;881;6.82068916573655
"Piso en venta en calle Jara Carrillo";"La Alberca";140000;1;2;0;"Bajo";3;112;"Segunda mano/buen estado";1;0;0;0;1;1;"la alberca";NA;884;7.57714285714286
"Casa o chalet independiente en venta en Santo Ángel";"santo ángel";790000;0;5;1;"Primero";5;400;"Segunda mano/buen estado";1;1;0;0;1;1;"santo angel";NA;1469;2.23139240506329
"Piso en venta en calle San Antonio";"La Alberca";112000;0;1;1;"Primero";3;91;"Segunda mano/buen estado";1;0;0;0;1;0;"la alberca";NA;763;8.175
"Dúplex en venta en calle Fabrica";"La Alberca";115000;1;2;1;"Intermedios";2;95;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;791;8.25391304347826
"Ático en venta en calle Salitre";"La Alberca";225000;1;3;1;"Intermedios";3;172;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;1002;5.344
"Ático en venta en calle Pico del Águila";"Santo Ángel";285700;1;2;1;"Intermedios";3;130;"Segunda mano/buen estado";1;1;1;1;1;1;"santo angel";NA;886;3.72138606930347
"Ático en venta en calle Doctor Marañón";"Algezares";182000;1;2;1;"Intermedios";3;150;"Segunda mano/buen estado";1;1;1;1;1;1;"algezares";NA;909;5.99340659340659
"Casa o chalet independiente en venta en calle Felipe II";"Santo Ángel";159000;0;2;1;"Primero";5;378;"Segunda mano/buen estado";1;1;0;0;1;1;"santo angel";NA;1242;9.37358490566038
"Dúplex en venta en plaza del Roble";"La Alberca";240000;0;2;1;"Bajo";4;159;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;968;4.84
"Piso en venta en calle Alfonso X Sabio";"Torreagüera";93500;1;2;1;"Otro";3;90;"Segunda mano/buen estado";1;0;0;1;1;1;"torreaguera";NA;839;10.7679144385027
"Finca rústica en venta en calle del Taller s/n";"San Benito-Patiño";300000;0;2;0;"Otro";1;9;"Segunda mano/buen estado";0;0;0;0;1;0;"san benito-patino";NA;689;2.756
"Piso en venta en calle Sagrado Corazon, 57";"Zeneta";65200;0;2;0;"Intermedios";3;90;"Segunda mano/buen estado";0;0;1;1;1;1;"zeneta";NA;877;16.1411042944785
"Casa o chalet independiente en venta en Puente Tocinos";"puente tocinos";740000;0;5;1;"Primero";6;600;"Segunda mano/buen estado";1;1;1;1;1;0;"puente tocinos";NA;1806;2.92864864864865
"Chalet pareado en venta en La Alberca";"la alberca";360000;0;4;1;"Muchas_plantas";5;207;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;1256;4.18666666666667
"Dúplex en venta en calle Cementerio";"Algezares";129990;1;2;1;"Intermedios";2;90;"Segunda mano/buen estado";1;1;0;1;1;1;"algezares";NA;755;6.96976690514655
"Chalet adosado en venta en calle Victoria, 3";"La Alberca";310000;0;4;1;"Muchas_plantas";3;177;"Segunda mano/buen estado";1;1;1;1;1;1;"la alberca";NA;1114;4.31225806451613
"Piso en venta en calle San Antonio, 49";"Beniaján";83000;1;2;1;"Intermedios";2;92;"Segunda mano/buen estado";1;0;1;1;0;0;"beniajan";NA;802;11.5951807228916
"Dúplex en venta en avenida Reino de Murcia s/n";"Zarandona";250000;0;3;1;"Bajo";3;169;"Segunda mano/buen estado";1;0;1;1;1;0;"zarandona";"Region from Substring Match";1023;4.9104
"Dúplex en venta en calle Garruchal, 1";"San José de la Vega";146000;0;3;1;"Primero";4;118;"Segunda mano/buen estado";1;1;1;1;1;1;"san jose de la vega";NA;982;8.07123287671233
"Dúplex en venta en avenida de Murcia, 79";"Los Ramos";179900;1;2;1;"Intermedios";3;136;"Segunda mano/buen estado";1;1;1;1;1;1;"los ramos";"Region from Substring Match";893;5.95664257921067
"Ático en venta en juan carlos i, 28";"juan carlos i";268000;1;2;1;"Intermedios";3;98;"Segunda mano/buen estado";1;1;1;1;0;0;"juan carlos i";NA;854;3.82388059701493
"Chalet adosado en venta en calle Mayor de Villanueva";"Beniaján";98500;0;0;0;"Primero";2;96;"Segunda mano/para reformar";0;0;0;0;1;0;"beniajan";NA;616;7.50456852791878
"Piso en venta en calle Gran Vía";"Los Ramos";60000;1;1;0;"Bajo";1;72;"Segunda mano/buen estado";1;0;0;0;1;0;"los ramos";NA;685;13.7
"Chalet adosado en venta en Los Ramos";"los ramos";160000;0;2;0;"Muchas_plantas";4;183;"Segunda mano/buen estado";0;1;0;1;1;1;"los ramos";NA;1041;7.8075
"Piso en venta en Puente Tocinos";"puente tocinos";165000;1;2;1;"Primero";4;137;"Segunda mano/buen estado";0;1;0;1;1;1;"puente tocinos";NA;896;6.51636363636364
"Piso en venta en calle Obreros de la Tana s/n";"Beniaján";110000;1;2;1;"Bajo";3;110;"Segunda mano/buen estado";1;0;0;1;1;0;"beniajan";NA;859;9.37090909090909
"Dúplex en venta en calle Moreras";"Santo Ángel";219000;0;3;0;"Bajo";3;130;"Segunda mano/buen estado";1;1;1;1;0;1;"santo angel";NA;975;5.34246575342466
"Piso en venta en Salzillo, 3";"Puente Tocinos";99000;1;1;1;"Otro";3;83;"Segunda mano/buen estado";1;0;0;1;0;1;"puente tocinos";NA;748;9.06666666666667
